,PRICE,SOLD_MONTH_Number,SOLD_DATE_DAY,SOLD_YEAR,PROPERTY_TYPE,BEDS,BATHS,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,LOCATION
97258,444000,4,5,2019,0,1.0,1.0,848.0,7245.0,2003.0,16
97260,378000,1,28,2021,0,1.0,1.0,882.0,27390.125019392875,1978.0,16
97261,438000,1,14,2021,0,1.0,1.0,692.0,123561.0,1908.0,16
97262,435000,5,27,2021,0,1.0,1.0,865.0,10809.0,1909.0,16
97263,280000,5,28,2021,0,0.0,1.0,453.0,27390.125019392875,2000.0,16
97265,325000,12,18,2018,0,1.0,1.0,595.0,35616.0,1960.0,16
97266,660000,7,18,2019,0,2.0,2.0,1066.0,14140.0,1984.0,16
97267,1715000,1,17,2018,1,7.0,4.0,4230.0,5518.0,1921.0,16
97268,640000,6,12,2018,0,2.0,2.0,1013.0,16283.0,1992.0,16
97269,210000,3,8,2019,0,0.0,1.0,400.0,7200.0,1908.0,16
97270,250000,8,30,2018,0,1.0,1.0,675.0,27390.125019392875,1947.0,16
97271,610000,2,20,2018,0,2.0,2.0,1071.0,27390.125019392875,1982.0,16
97272,1750000,7,30,2018,1,4.0,3.0,2510.0,4410.0,1928.0,16
97273,245000,2,15,2019,0,0.0,1.0,265.0,12001.0,1991.0,16
97274,540000,5,17,2018,0,1.0,1.0,726.0,27390.125019392875,1996.0,16
97275,598000,5,18,2018,0,2.0,1.0,978.0,125361.0,1908.0,16
97276,650000,5,30,2018,0,1.0,1.0,911.0,125361.0,1908.0,16
97277,485000,6,6,2018,0,1.0,1.0,681.0,24026.0,1978.0,16
97278,490000,2,21,2019,0,1.0,1.0,597.0,21600.0,2002.0,16
97279,585000,12,27,2018,0,3.0,1.5,1161.0,27390.125019392875,1966.0,16
97280,440500,6,27,2018,0,1.0,1.0,556.0,27390.125019392875,1989.0,16
97281,582000,5,16,2018,0,2.0,1.0,742.0,15375.0,1989.0,16
97282,2788000,4,20,2018,1,3.0,3.5,4535.0,4350.0,1991.0,16
97283,308600,3,19,2019,0,1.0,1.0,560.0,12800.0,1929.0,16
97284,1139500,5,15,2019,1,4.0,4.0,2300.0,5000.0,1984.0,16
97285,2210000,3,27,2018,1,5.0,3.5,3778.0,5922.0,1900.0,16
97286,715000,5,3,2019,0,2.0,1.0,1117.0,73521.0,1920.0,16
97287,595000,2,25,2019,0,1.0,1.5,908.0,27390.125019392875,1920.0,16
97288,205000,2,15,2018,0,1.0,1.0,550.0,27390.125019392875,1908.0,16
97290,455000,4,19,2019,0,2.0,1.0,967.0,8000.0,1979.0,16
97291,795000,7,8,2019,3,2.0,2.0,1390.0,1.0,2000.0,16
97292,716000,5,17,2019,0,2.0,2.0,1346.0,14997.0,1998.0,16
97294,300000,6,7,2019,0,1.0,1.0,400.0,7200.0,2000.0,16
97295,820000,9,18,2020,0,2.0,2.0,1275.0,27390.125019392875,1970.0,16
97296,425000,7,1,2020,0,1.0,1.0,669.0,27390.125019392875,1930.0,16
97297,515000,2,27,2018,0,0.0,2.315704532026172,559.0,21600.0,2002.0,16
97298,2375000,5,3,2019,0,2.0,2.0,1342.0,5690.0,2019.0,16
97299,940000,8,21,2018,3,2.0,2.5,1350.0,786.0,2010.0,16
97300,385000,10,11,2019,0,1.0,1.0,606.0,14407.0,1992.0,16
97301,540000,10,2,2019,0,2.0,2.0,1057.0,15360.0,1994.0,16
97302,359000,4,22,2019,0,0.0,1.0,555.0,27390.125019392875,1908.0,16
97303,305000,10,27,2020,0,1.0,1.0,700.0,27390.125019392875,1923.0,16
97304,500000,5,22,2020,0,2.0,2.0,940.0,27390.125019392875,1984.0,16
97305,341500,10,5,2020,0,1.0,1.0,523.0,27390.125019392875,1974.0,16
97306,898000,6,5,2020,3,3.0,2.5,1650.0,1577.0,2014.0,16
97307,5450000,1,17,2018,6,1.0,1.0,660.0,7140.0,1912.0,16
97308,1250000,9,14,2020,3,2.0,2.5,1777.0,1336.0,2015.0,16
97309,545000,10,15,2020,0,1.0,1.0,859.0,27390.125019392875,2003.0,16
97310,650000,12,20,2019,0,2.0,2.0,1041.0,27390.125019392875,1984.0,16
97311,2125000,11,1,2019,1,4.0,3.5,3410.0,3362.0,1925.0,16
97313,795000,7,8,2019,3,2.0,2.5,1390.0,27390.125019392875,2000.0,16
97314,277500,9,8,2021,0,0.0,1.0,357.0,14296.0,1930.0,16
97315,615000,11,15,2017,0,2.0,2.0,1061.0,27390.125019392875,1996.0,16
97316,581000,4,30,2018,0,2.0,2.0,709.0,9605.0,1996.0,16
97317,1575000,5,24,2019,1,5.0,4.0,2404.0,1.0,2018.0,16
97318,1150000,3,22,2018,0,3.0,2.0,1817.0,27390.125019392875,1963.0,16
97319,705000,4,3,2018,0,2.0,2.0,1130.0,27390.125019392875,1983.0,16
97320,630000,7,30,2018,0,2.0,2.0,1112.0,27390.125019392875,1982.0,16
97321,475000,6,26,2020,0,2.0,1.5,1000.0,27390.125019392875,1962.0,16
97322,710000,9,18,2020,0,3.0,2.0,1659.0,27390.125019392875,1990.0,16
97324,790000,2,7,2018,0,2.0,2.0,922.0,27390.125019392875,2000.0,16
97325,500000,2,26,2021,0,1.0,1.0,926.0,18731.0,1963.0,16
97326,549000,6,9,2020,0,1.0,1.0,645.0,27390.125019392875,1957.0,16
97327,500000,11,5,2020,0,2.0,2.0,698.0,27390.125019392875,1996.0,16
97328,569000,4,15,2019,0,2.0,2.0,1071.0,67197.0,1982.0,16
97329,290000,2,28,2020,0,1.0,1.0,525.0,27390.125019392875,1929.0,16
97330,290000,4,13,2018,0,1.0,1.0,660.0,12800.0,1929.0,16
97331,295000,6,18,2021,0,1.0,1.0,576.0,15200.0,1960.0,16
97332,299000,8,16,2021,0,1.0,1.0,576.0,15200.0,1960.0,16
97333,735000,11,8,2021,3,2.0,1.5,961.0,966.0,2006.0,16
97334,579950,2,14,2020,0,2.0,1.5,1012.0,27390.125019392875,1979.0,16
97335,829000,3,31,2021,0,2.0,2.0,1514.0,14997.0,1998.0,16
97336,2600000,6,2,2021,1,3.0,3.5,4100.0,5700.0,1957.0,16
97337,1490000,4,5,2019,1,3.0,3.5,2289.0,1320.0,2015.0,16
97338,475000,7,27,2021,0,2.0,2.0,724.0,27390.125019392875,1989.0,16
97339,1800000,5,27,2021,1,4.0,4.0,2510.0,2760.0,1918.0,16
97340,1451000,3,22,2021,1,3.0,2.5,2250.0,6000.0,1925.0,16
97341,949950,3,22,2018,3,2.0,2.5,1471.0,801.0,2018.0,16
97342,825000,11,27,2019,3,3.0,2.5,1357.0,10781.0,2000.0,16
97343,371000,2,3,2021,0,1.0,1.0,532.0,27390.125019392875,2001.0,16
97344,420000,11,30,2021,0,1.0,1.0,663.0,27390.125019392875,1992.0,16
97346,1000000,7,13,2020,0,2.0,2.0,1194.0,27390.125019392875,2005.0,16
97347,1687500,7,30,2019,1,5.0,3.5,3770.0,7200.0,1908.0,16
97348,490000,10,10,2018,0,0.0,1.0,605.0,27390.125019392875,1920.0,16
97349,940000,10,23,2020,3,3.0,2.5,1530.0,1415.0,2007.0,16
97350,356750,5,13,2021,0,1.0,1.0,590.0,27390.125019392875,1963.0,16
97351,575000,4,22,2021,0,2.0,2.0,1262.0,27390.125019392875,1963.0,16
97352,425000,5,20,2021,0,1.0,1.0,734.0,20272.0,2000.0,16
97353,252000,3,30,2021,0,1.0,1.0,456.0,25726.0,1949.0,16
97354,611000,4,13,2018,0,1.0,1.0,806.0,27390.125019392875,2003.0,16
97355,598000,1,24,2018,0,2.0,2.0,908.0,27390.125019392875,2003.0,16
97356,2360180,3,31,2021,1,4.0,3.5,2810.0,3200.0,1922.0,16
97357,710000,7,25,2019,0,1.0,1.0,1043.0,24900.0,1929.0,16
97358,347500,12,31,2019,0,1.0,1.0,602.0,27390.125019392875,2000.0,16
97359,589000,7,27,2021,0,2.0,2.0,1181.0,10910.0,2003.0,16
97360,555000,6,1,2021,0,0.0,2.315704532026172,1071.0,27390.125019392875,1982.0,16
97361,985000,4,12,2019,0,2.0,2.0,1430.0,27390.125019392875,2003.0,16
97362,710000,3,22,2019,0,2.0,2.0,1190.0,10910.0,2003.0,16
97363,1800000,6,20,2019,1,4.0,3.0,3470.0,4160.0,1927.0,16
97364,2400000,5,26,2021,1,4.0,3.0,3390.0,8777.0,1963.0,16
97365,640000,11,4,2020,0,2.0,2.0,1181.0,10910.0,2003.0,16
97366,360000,4,7,2021,0,1.0,1.0,650.0,12800.0,1930.0,16
97367,400000,2,21,2018,0,1.0,1.0,700.0,8186.0,1930.0,16
97368,1890000,4,16,2021,1,5.0,4.0,3705.0,6400.0,1907.0,16
97369,5675000,7,30,2019,1,4.0,4.0,4710.0,9088.0,2009.0,16
97370,1800000,4,19,2019,1,5.0,3.5,3500.0,3150.0,1904.0,16
97371,1000000,11,9,2017,0,2.0,2.0,1360.0,9803.0,2005.0,16
97372,470000,4,23,2019,0,1.0,1.0,704.0,9803.0,2005.0,16
97373,950000,7,4,2019,3,3.0,2.0,1561.0,1.0,2019.0,16
97374,930000,6,1,2021,3,2.0,2.0,1346.0,805.0,2021.0,16
97377,590000,10,30,2018,1,2.0,2.0,1260.0,1295.0,1943.0,16
97381,310000,5,26,2020,0,1.0,1.0,564.0,27390.125019392875,1960.0,16
97382,419000,7,23,2021,0,1.0,1.0,718.0,25229.0,2002.0,16
97383,375000,11,30,2018,0,1.0,1.0,585.0,39095.0,1982.0,16
97384,657000,11,6,2017,0,2.0,2.0,1052.0,39095.0,1982.0,16
97385,435000,5,5,2021,0,2.0,1.5,895.0,27390.125019392875,1969.0,16
97386,773000,5,1,2018,0,2.0,1.0,854.0,7245.0,2003.0,16
97387,340000,4,15,2021,0,1.0,1.0,443.0,27390.125019392875,2001.0,16
97388,200000,12,11,2017,0,0.0,2.315704532026172,600.0,27390.125019392875,1908.0,16
97389,375000,4,22,2021,0,1.0,1.0,532.0,21600.0,1999.0,16
97390,450000,12,1,2020,0,0.0,0.5,1025.0,1025.0,2000.0,16
97391,250000,4,30,2021,0,0.0,1.0,370.0,27390.125019392875,2000.0,16
97392,2200000,4,28,2022,1,0.0,2.315704532026172,2140.0,4480.0,1923.0,16
97393,1100000,5,24,2022,0,3.0,2.0,1560.0,27390.125019392875,1999.0,16
97394,360000,5,20,2022,0,1.0,1.0,535.0,27390.125019392875,1930.0,16
97395,1895000,5,4,2022,0,0.0,2.315704532026172,1816.0,27390.125019392875,2009.0,16
97396,421000,3,7,2022,0,1.0,1.0,781.0,27390.125019392875,1982.0,16
97397,495000,5,27,2022,0,2.0,1.0,900.0,27390.125019392875,1960.0,16
97398,4400000,10,11,2019,1,5.0,5.0,6350.0,7045.0,1900.0,16
97399,434900,9,14,2020,0,1.0,1.0,926.0,18731.0,1963.0,16
97400,1061500,4,19,2021,3,3.0,3.5,1530.0,1740.0,2001.0,16
97401,825000,3,26,2021,3,2.0,2.5,1265.0,1326.0,2020.0,16
97402,328000,7,16,2021,0,1.0,1.0,566.0,27390.125019392875,1960.0,16
97403,515000,11,23,2021,0,2.0,2.0,857.0,27390.125019392875,1992.0,16
97404,595000,4,22,2021,0,2.0,2.0,1180.0,27390.125019392875,1982.0,16
97405,1200000,7,22,2021,1,3.0,2.0,2520.0,3206.0,1937.0,16
97406,525000,5,25,2021,0,1.0,1.0,643.0,27390.125019392875,1997.0,16
97407,425000,6,24,2021,0,1.0,1.0,598.0,39095.0,1982.0,16
97408,625000,12,3,2021,0,1.0,1.5,973.0,973.0,1996.0,16
97409,420000,8,25,2021,0,1.0,1.0,606.0,27390.125019392875,1949.0,16
97410,582000,1,5,2022,0,2.0,1.0,1025.0,14208.0,1970.0,16
97411,465000,3,30,2021,0,1.0,1.0,876.0,18496.0,2003.0,16
97412,350000,2,10,2021,0,1.0,1.0,619.0,27390.125019392875,1992.0,16
97413,500000,10,19,2021,0,2.0,2.0,698.0,9605.0,1996.0,16
97414,460000,3,31,2020,0,1.0,1.0,665.0,27390.125019392875,1908.0,16
97415,950000,1,14,2022,0,3.0,2.0,1190.0,27390.125019392875,1968.0,16
97416,845000,10,27,2021,0,2.0,2.0,1137.0,27390.125019392875,2004.0,16
97417,670000,8,6,2021,0,3.0,2.0,1495.0,27390.125019392875,1982.0,16
97418,302000,2,8,2021,0,1.0,1.0,450.0,6000.0,1986.0,16
97419,385000,8,28,2019,0,1.0,1.0,598.0,27390.125019392875,1982.0,16
97421,459940,9,30,2020,0,1.0,1.0,858.0,27390.125019392875,1992.0,16
97422,518760,10,27,2020,0,2.0,2.0,972.0,27390.125019392875,1982.0,16
97423,345000,11,12,2020,0,1.0,1.0,500.0,27390.125019392875,1997.0,16
97424,4950000,10,23,2020,0,2.0,2.0,2484.0,27390.125019392875,2009.0,16
97425,425000,10,13,2020,0,1.0,1.0,851.0,399.0,1978.0,16
97427,3360000,3,4,2021,1,5.0,6.0,5560.0,5773.0,2005.0,16
97429,505000,2,26,2021,0,2.0,1.0,905.0,10371.0,1969.0,16
97430,388000,1,18,2022,0,1.0,1.0,798.0,27390.125019392875,1985.0,16
97431,979000,5,26,2021,3,3.0,2.0,1346.0,1029.0,2021.0,16
97433,822500,8,3,2021,0,2.0,2.0,1180.0,14140.0,1984.0,16
97435,316800,3,2,2021,0,0.0,1.0,546.0,15403.0,1968.0,16
97436,1499900,1,18,2022,3,3.0,2.5,1996.0,6540.0,2022.0,16
97437,700000,2,3,2022,0,2.0,2.0,1207.0,27390.125019392875,1963.0,16
97438,1270000,4,18,2022,3,3.0,3.0,1310.0,1124.0,2016.0,16
97439,204000,4,14,2022,0,0.0,1.0,425.0,27390.125019392875,1908.0,16
97440,1135000,10,4,2021,3,2.0,2.0,1564.0,824.0,2018.0,16
97441,399900,4,14,2022,0,1.0,1.0,611.0,27390.125019392875,1908.0,16
97442,1998900,3,31,2022,3,3.0,3.5,2147.0,1623.0,2022.0,16
97443,465000,2,23,2022,0,1.0,1.0,500.0,27390.125019392875,2000.0,16
97444,3330000,3,18,2022,0,3.0,2.5,2764.0,27390.125019392875,1974.0,16
97445,270000,11,10,2021,0,0.0,1.0,498.0,27390.125019392875,2000.0,16
97446,730000,11,9,2021,0,2.0,2.0,1237.0,27390.125019392875,1978.0,16
97447,450000,4,21,2022,0,1.0,1.0,598.0,27390.125019392875,1982.0,16
97448,801777,4,20,2022,0,3.0,2.0,1296.0,27390.125019392875,2000.0,16
97449,635000,2,24,2022,0,2.0,2.0,1150.0,27390.125019392875,1979.0,16
97450,620000,10,15,2020,0,2.0,2.0,915.0,27390.125019392875,1968.0,16
97451,514000,3,22,2022,0,1.0,1.0,817.0,27390.125019392875,2003.0,16
97452,590000,4,13,2022,0,1.0,1.0,817.0,27390.125019392875,2003.0,16
97453,3950000,4,16,2021,0,3.0,3.0,2837.0,27390.125019392875,2009.0,16
97454,407500,1,7,2022,0,1.0,1.0,624.0,27390.125019392875,2000.0,16
97455,705000,3,22,2021,0,1.0,1.0,907.0,21600.0,1963.0,16
97456,299000,9,23,2021,0,1.0,1.0,488.0,27390.125019392875,1930.0,16
97457,490000,6,7,2021,0,1.0,1.0,859.0,27390.125019392875,2003.0,16
97458,427500,4,15,2022,0,1.0,1.0,587.0,14407.0,1992.0,16
97459,310000,2,10,2022,0,1.0,1.0,465.0,27390.125019392875,1986.0,16
97460,395000,1,21,2022,0,1.0,1.0,670.0,27390.125019392875,1968.0,16
97462,2075000,8,2,2021,0,3.0,3.0,2640.0,23035.0,1970.0,16
97463,769950,3,5,2021,3,2.0,2.5,1215.0,499.0,2020.0,16
97465,1750000,9,24,2021,1,3.0,2.5,2121.0,1712.0,2017.0,16
97466,550000,3,7,2022,0,2.0,2.0,979.0,16274.0,1981.0,16
97467,470000,3,17,2022,0,1.0,1.0,890.0,27390.125019392875,1984.0,16
97470,395000,2,25,2022,0,1.0,1.0,679.0,27390.125019392875,1968.0,16
97471,875000,4,6,2022,0,2.0,1.5,1090.0,27390.125019392875,1974.0,16
97473,399999,9,2,2020,0,1.0,1.0,659.0,27390.125019392875,1999.0,16
97474,350000,6,11,2020,0,1.0,1.0,532.0,27390.125019392875,1999.0,16
97475,1950000,6,30,2021,1,5.0,3.5,4220.0,6400.0,1996.0,16
97476,1150000,8,23,2021,0,3.0,2.0,1740.0,13630.0,1999.0,16
97477,362000,10,26,2020,0,1.0,1.0,598.0,27390.125019392875,1982.0,16
97478,399999,6,11,2021,0,1.0,1.0,598.0,39095.0,1982.0,16
97479,588500,10,5,2020,0,2.0,1.5,1159.0,27390.125019392875,1987.0,11
97480,284000,4,10,2020,0,0.0,1.0,531.0,14296.0,1930.0,16
97481,400000,9,22,2020,0,1.0,1.0,544.0,7245.0,2003.0,16
97482,2000000,9,3,2020,0,3.0,2.5,2427.0,27390.125019392875,2003.0,16
97483,750000,6,23,2021,0,2.0,1.0,1000.0,27390.125019392875,1908.0,16
97484,1310000,12,10,2020,1,3.0,2.5,2600.0,2760.0,1918.0,16
97485,585000,2,12,2021,0,2.0,2.0,1071.0,27390.125019392875,1982.0,16
97486,315000,9,30,2021,0,1.0,1.0,515.0,20366.0,1957.0,16
97487,431000,4,15,2022,0,1.0,1.0,569.0,14407.0,1992.0,16
97488,418000,8,19,2021,0,1.0,1.0,595.0,14196.0,2000.0,16
97489,714000,5,7,2021,3,2.0,1.5,951.0,971.0,2006.0,16
97490,433000,4,16,2021,0,1.0,1.0,745.0,27390.125019392875,2003.0,16
97491,300000,12,15,2020,0,1.0,1.0,450.0,27390.125019392875,1986.0,16
97492,390000,7,24,2020,0,1.0,1.0,540.0,353.0,1989.0,16
97493,1000000,3,15,2021,1,2.0,1.0,1810.0,3520.0,1924.0,16
97494,973500,9,12,2019,3,2.0,1.5,1440.0,1386.0,2008.0,16
97495,415000,12,22,2020,0,2.0,1.0,687.0,35616.0,1960.0,16
97496,440000,3,19,2021,0,1.0,1.0,850.0,27390.125019392875,1981.0,16
97497,410000,12,7,2017,0,1.0,1.0,649.0,27390.125019392875,2001.0,16
97498,440000,5,29,2019,0,1.0,1.0,635.0,125361.0,1908.0,16
97499,4275000,6,17,2021,1,5.0,6.0,7390.0,7200.0,2002.0,16
97500,2400000,7,7,2021,6,9.0,8.0,4640.0,6400.0,1931.0,16
97501,1945000,7,15,2021,1,3.0,2.0,2300.0,5280.0,1941.0,16
97502,3250000,4,30,2021,1,5.0,3.5,4160.0,5773.0,2021.0,16
97503,990000,5,7,2021,3,2.0,2.0,1280.0,769.0,2016.0,16
97506,510000,4,28,2021,3,2.0,1.5,866.0,27390.125019392875,1997.0,16
97507,1220000,10,30,2020,3,3.0,3.5,1760.0,1908.0,2008.0,16
97508,386000,4,4,2022,0,1.0,1.0,460.0,27390.125019392875,1991.0,16
97509,577000,6,11,2021,0,2.0,2.0,1187.0,10910.0,2003.0,16
97510,780000,10,13,2021,0,3.0,2.0,1486.0,27390.125019392875,1978.0,16
97512,660000,5,5,2021,0,1.0,1.0,695.0,27390.125019392875,1908.0,16
97513,570000,9,13,2021,0,1.0,1.0,712.0,27390.125019392875,1920.0,16
97514,630000,3,26,2021,0,2.0,1.5,1072.0,14208.0,1970.0,16
97515,567000,10,1,2021,0,1.0,1.0,817.0,18496.0,2003.0,16
97516,1250000,7,29,2021,1,2.0,1.5,1710.0,2376.0,1950.0,16
97517,290000,10,28,2021,0,1.0,1.0,436.0,27390.125019392875,1963.0,16
97518,860000,6,4,2021,0,3.0,2.0,1717.0,27390.125019392875,1981.0,16
97519,412000,3,10,2022,0,1.0,1.0,529.0,27390.125019392875,1999.0,16
97520,1475000,4,22,2022,1,0.0,2.315704532026172,3060.0,4480.0,1900.0,16
97521,510000,5,19,2021,0,2.0,2.0,679.0,27390.125019392875,1996.0,16
97522,900000,9,10,2021,0,3.0,2.0,1752.0,27390.125019392875,1896.0,16
97523,380000,1,26,2022,0,1.0,1.0,820.0,27390.125019392875,2002.0,16
97524,3450000,9,24,2021,1,3.0,3.5,3350.0,5460.0,1909.0,16
97525,420000,9,17,2021,0,2.0,1.0,796.0,27390.125019392875,1953.0,16
97526,305000,10,8,2021,0,0.0,1.0,475.0,27390.125019392875,1930.0,16
97527,482500,12,1,2021,0,2.0,2.0,920.0,27390.125019392875,1997.0,16
97528,3750000,8,25,2021,1,4.0,3.5,3720.0,7500.0,1925.0,16
97529,698000,8,9,2019,3,2.0,2.0,1540.0,840.0,2010.0,16
97530,1700000,8,8,2019,1,3.0,2.5,2730.0,2730.0,1916.0,16
97531,2350000,8,19,2020,1,3.0,2.5,1780.0,9000.0,1908.0,16
97532,860000,1,8,2021,3,3.0,2.5,1350.0,924.0,2004.0,16
97533,5000000,3,5,2021,1,5.0,5.0,4790.0,7500.0,1909.0,16
97534,1000000,6,27,2019,3,3.0,2.5,1630.0,956.0,2007.0,16
97535,1895000,1,15,2021,1,3.0,3.5,2290.0,6871.0,1904.0,16
97536,325000,12,17,2020,0,1.0,1.0,497.0,27390.125019392875,1996.0,16
97537,545000,5,5,2020,0,2.0,2.0,1298.0,1298.0,1975.0,16
97540,450000,12,23,2019,0,1.0,1.0,745.0,18496.0,2003.0,16
97542,249950,10,30,2019,0,1.0,1.0,600.0,13545.0,1926.0,16
97543,800000,5,30,2019,0,2.0,2.0,1078.0,7493.0,1916.0,16
97544,430000,11,22,2019,0,1.0,1.0,781.0,67197.0,1982.0,16
97545,518000,2,12,2020,0,0.0,2.315704532026172,1073.0,27390.125019392875,1963.0,16
97547,401000,10,7,2020,0,1.0,1.0,655.0,27390.125019392875,1908.0,16
97548,815000,2,25,2021,3,2.0,2.5,1092.0,1022.0,2020.0,16
97549,648000,3,21,2018,0,2.0,1.5,1048.0,10377.0,1974.0,16
97550,750000,5,15,2018,0,2.0,2.0,1453.0,14640.0,1978.0,16
97551,635000,8,30,2018,0,2.0,2.0,1029.0,18496.0,2003.0,16
97552,485000,3,27,2020,0,1.0,1.0,686.0,27390.125019392875,1908.0,16
97553,425000,3,5,2021,0,1.0,1.0,707.0,18496.0,2003.0,16
97556,1085000,12,1,2020,3,3.0,2.5,1781.0,1288.0,2009.0,16
97557,1650000,8,8,2019,1,4.0,2.5,3510.0,5875.0,1924.0,16
97558,500000,5,21,2020,0,1.0,1.0,762.0,3600.0,1927.0,16
97559,486000,11,25,2019,0,2.0,1.5,946.0,7663.0,1968.0,16
97560,8022050,11,3,2020,1,4.0,6.5,7423.0,18944.0,1933.0,16
97561,815000,9,15,2020,1,2.0,2.0,1510.0,1016.0,2007.0,16
97562,1170000,7,27,2020,3,3.0,2.5,1781.0,1297.0,2009.0,16
97563,1670000,9,11,2020,1,3.0,4.0,2362.0,1288.0,2019.0,16
97564,670000,7,7,2020,0,2.0,1.0,1064.0,27390.125019392875,1968.0,16
97565,357000,7,31,2020,0,1.0,1.0,523.0,27390.125019392875,1974.0,16
97566,4000000,6,1,2018,6,22.0,14.0,7856.0,6000.0,1958.0,16
97567,339000,10,29,2020,0,1.0,1.0,645.0,27390.125019392875,2000.0,16
97568,3950000,10,30,2019,1,5.0,6.5,5220.0,6084.0,2017.0,16
97569,499000,12,15,2021,0,0.0,1.0,643.0,27390.125019392875,1997.0,16
97570,1140000,6,18,2021,1,4.0,3.0,1970.0,3840.0,1926.0,16
97571,525000,11,22,2021,0,1.0,1.0,684.0,27390.125019392875,1997.0,16
97572,490000,1,18,2022,0,2.0,1.0,1025.0,27390.125019392875,1970.0,16
97573,2019654,12,30,2020,2,3.1275665851706007,2.315704532026172,2589.0644155844157,7400.0,1984.2786715101195,16
97574,256000,6,22,2018,0,1.0,1.0,558.0,27390.125019392875,1960.0,16
97575,1712000,6,3,2019,0,3.0,3.0,2550.0,27390.125019392875,1970.0,16
97576,300000,6,17,2020,0,1.0,1.0,600.0,27390.125019392875,1960.0,16
97577,730000,6,3,2021,0,2.0,2.0,1181.0,14158.0,2002.0,16
97579,390000,11,9,2021,0,1.0,1.0,510.0,27390.125019392875,1999.0,16
97580,888000,1,17,2020,0,3.0,2.5,1561.0,4800.0,2001.0,16
97581,479000,8,8,2019,0,2.0,1.0,730.0,12001.0,1991.0,16
97582,295000,6,30,2020,0,1.0,1.0,639.0,27390.125019392875,1926.0,16
97583,485000,8,12,2019,0,2.0,2.0,910.0,7677.0,1957.0,16
97584,519000,1,6,2022,0,2.0,2.0,920.0,27390.125019392875,1997.0,16
97585,480000,11,16,2018,0,2.0,1.5,1000.0,27390.125019392875,1962.0,16
97586,2000000,6,17,2019,0,2.0,2.0,1588.0,5690.0,2019.0,16
97587,340000,8,31,2020,0,1.0,1.0,700.0,8186.0,1930.0,16
97588,1725000,5,24,2019,1,5.0,3.0,2480.0,6000.0,1900.0,16
97589,845000,9,2,2020,0,3.0,2.0,1440.0,27390.125019392875,1982.0,16
97590,620000,7,10,2020,0,2.0,1.5,1285.0,27390.125019392875,1979.0,16
97591,515000,8,2,2019,0,1.0,1.0,686.0,125361.0,1908.0,16
97592,948000,2,13,2020,3,3.0,2.5,1490.0,1048.0,2008.0,16
97593,1790000,8,22,2019,1,4.0,4.0,4180.0,4095.0,1918.0,16
97594,1860000,6,26,2020,3,2.0,3.0,3040.0,3006.0,2001.0,16
97595,616000,5,9,2018,0,2.0,1.5,1072.0,14208.0,1970.0,16
97596,800000,4,30,2018,0,2.0,2.0,1245.0,14208.0,1970.0,16
97597,955000,2,12,2021,3,2.0,2.0,1530.0,900.0,2010.0,16
97598,585000,12,11,2020,0,1.0,1.0,871.0,64256.0,1921.0,16
97599,495000,5,15,2019,0,1.0,1.0,704.0,27390.125019392875,2005.0,16
97600,550000,2,9,2018,0,2.0,2.0,1009.0,27390.125019392875,1994.0,16
97601,1185000,1,21,2020,0,2.0,2.0,1759.0,6399.0,1991.0,16
97602,425000,10,28,2020,0,0.0,1.0,576.0,27390.125019392875,1920.0,16
97603,2100000,3,31,2020,0,2.0,4.0,3660.0,15360.0,1994.0,16
97604,985000,3,6,2020,0,2.0,2.0,1740.0,5450.0,1994.0,16
97605,3493333,3,28,2018,1,4.0,3.5,3540.0,6250.0,1924.0,16
97606,715000,8,26,2020,0,1.0,1.0,1019.0,27390.125019392875,1908.0,16
97611,937950,8,17,2020,3,2.0,2.0,1404.0,894.0,2020.0,16
97612,392500,2,17,2021,0,1.0,1.0,798.0,27390.125019392875,1969.0,16
97615,1350000,1,24,2020,4,4.0,3.5,2800.0,5000.0,1900.0,16
97616,400000,8,21,2020,0,1.0,1.0,760.0,27390.125019392875,1912.0,16
97617,533000,8,14,2020,0,2.0,2.0,832.0,25726.0,1949.0,16
97618,1960000,10,13,2020,0,3.0,2.5,2300.0,12772.0,2004.0,16
97619,374000,5,29,2020,0,2.0,1.0,750.0,27390.125019392875,1912.0,16
97620,1375000,11,6,2020,1,5.0,2.5,2460.0,3200.0,1910.0,16
97621,3750000,7,16,2019,0,3.0,2.5,2764.0,23779.0,1974.0,16
97622,1510000,12,2,2020,0,2.0,2.0,1752.0,27390.125019392875,1921.0,16
97623,740000,1,24,2020,3,2.0,2.5,1140.0,1014.0,2009.0,16
97624,1510000,12,22,2021,0,2.0,2.5,2341.0,27390.125019392875,1979.0,16
97625,468000,4,6,2022,0,2.0,1.0,687.0,27390.125019392875,1960.0,16
97626,450000,8,17,2021,0,1.0,1.0,580.0,27390.125019392875,1960.0,16
97627,353000,2,25,2022,0,1.0,1.0,740.0,27390.125019392875,1947.0,16
97628,435000,12,4,2018,0,1.0,1.0,815.0,27390.125019392875,2002.0,16
97629,420000,5,23,2022,0,1.0,1.0,572.0,27390.125019392875,1997.0,16
97630,880000,10,20,2021,0,2.0,2.0,1300.0,27390.125019392875,1970.0,16
97631,1960000,3,31,2022,1,5.0,3.0,3290.0,3600.0,1907.0,16
97632,600000,3,25,2022,0,1.0,1.0,576.0,27390.125019392875,1920.0,16
