,PRICE,SOLD_MONTH_Number,SOLD_DATE_DAY,SOLD_YEAR,PROPERTY_TYPE,BEDS,BATHS,SQUARE_FEET,LOT_SIZE,YEAR_BUILT,LOCATION
18,332500,8,17,2021,0,1.0,1.0,703.0,27390.125019392875,1995.0,0
21,580000,3,28,2022,0,2.0,2.0,987.0,27390.125019392875,1995.0,0
62,770000,4,3,2020,1,5.0,2.5,2420.0,8613.0,1996.0,0
71,750000,7,25,2019,1,5.0,2.5,2400.0,7270.0,1996.0,0
89,1083000,1,24,2022,1,3.0,2.0,1540.0,11965.0,1985.0,0
99,515000,2,11,2022,0,2.0,2.0,957.0,27390.125019392875,1995.0,0
109,378000,4,2,2018,0,2.0,2.0,967.0,957434.0,1995.0,0
119,700000,9,14,2018,1,4.0,2.5,1800.0,10924.0,1995.0,0
157,920000,2,15,2019,1,4.0,3.0,2916.0,4077.0,2018.0,0
167,730000,6,26,2020,1,4.0,2.5,2310.0,9600.0,1980.0,0
308,912840,9,28,2018,1,4.0,3.0,2916.0,4091.0,2018.0,0
329,824950,7,12,2019,1,3.0,2.5,2170.0,6165.0,2018.0,0
331,879950,2,8,2019,1,4.0,2.5,2580.0,5402.0,2018.0,0
332,889950,3,6,2019,1,4.0,2.5,2580.0,5547.0,2018.0,0
344,806000,9,28,2018,1,4.0,2.5,2372.0,32760.0,1989.0,0
430,934950,3,8,2019,1,4.0,3.0,2916.0,5765.0,2018.0,0
469,420000,1,30,2018,1,2.0,1.5,1000.0,15615.0,1949.0,0
488,821000,10,2,2020,1,3.0,2.5,2170.0,12346.0,1977.0,0
492,945000,8,31,2020,1,4.0,2.5,3100.0,10959.0,1988.0,0
493,890000,3,2,2021,1,3.0,2.0,1770.0,11514.0,1980.0,0
529,900000,8,7,2018,2,3.1275665851706007,2.315704532026172,2589.0644155844157,87070.0,1984.2786715101195,0
596,655000,10,7,2019,1,4.0,2.5,2050.0,9567.0,1978.0,0
631,450000,10,2,2020,2,3.1275665851706007,2.315704532026172,2589.0644155844157,217800.0,1984.2786715101195,1
638,380000,11,20,2020,0,2.0,2.0,975.0,27390.125019392875,1995.0,0
756,1650000,5,5,2022,1,4.0,3.0,2550.0,5850.0,2003.0,0
839,920000,5,25,2021,1,3.0,2.5,2440.0,9613.0,1981.0,0
923,924950,2,1,2019,1,4.0,3.0,2916.0,6050.0,2018.0,0
1146,535300,9,2,2020,3,3.0,2.5,1641.0,27390.125019392875,1998.0,0
1174,495000,7,10,2019,0,3.0,2.0,1458.0,138087.0,1998.0,0
1304,655000,3,28,2018,1,3.0,2.5,2140.0,10046.0,1983.0,0
1324,518000,11,21,2018,0,3.0,2.5,1458.0,27390.125019392875,1998.0,0
1590,645000,5,29,2019,1,3.0,2.5,1804.0,9600.0,1979.0,0
1594,300000,8,21,2020,1,3.0,2.0,1440.0,4331.0,1984.2786715101195,0
1598,650000,7,27,2021,3,3.0,2.5,1641.0,27390.125019392875,1998.0,0
1665,750000,11,14,2019,1,3.0,2.0,2120.0,28258.0,1933.0,0
1690,640000,2,6,2019,1,3.0,2.5,2070.0,8400.0,1977.0,0
1697,1000000,9,16,2022,1,4.0,2.5,2200.0,13478.0,1996.0,0
1700,1100000,10,20,2022,1,4.0,2.5,2190.0,10172.0,1997.0,0
1702,977000,6,30,2022,1,3.0,1.5,1420.0,11643.0,1980.0,0
1830,835000,1,17,2020,1,4.0,3.0,1810.0,6800.0,1974.0,1
1870,1025000,2,16,2022,1,3.0,2.0,1250.0,9696.0,1981.0,0
2053,799950,2,7,2019,1,3.0,2.5,2170.0,5652.0,2018.0,0
2054,874950,10,30,2018,1,4.0,2.5,2580.0,5568.0,2018.0,0
2094,730000,6,11,2021,3,3.0,2.5,1458.0,138087.0,1998.0,0
2244,900000,4,19,2022,1,3.0,2.0,2304.0,10890.0,1971.0,0
2382,765000,5,20,2020,1,4.0,3.0,2360.0,9512.0,1980.0,0
2483,1580000,4,26,2022,1,4.0,2.5,2280.0,6800.0,2001.0,0
2509,390000,4,14,2020,0,2.0,2.0,967.0,27390.125019392875,1995.0,0
2517,1625000,9,7,2021,1,10.0,7.5,4050.0,10349.0,1988.0,0
2519,565000,7,22,2021,0,2.0,2.5,1352.0,27390.125019392875,1995.0,0
2690,889950,3,14,2019,1,4.0,2.5,2580.0,5513.0,2018.0,0
2776,858000,10,15,2021,1,3.0,2.5,1640.0,10016.0,1985.0,0
2860,770000,8,6,2018,1,3.0,2.5,2130.0,10460.0,1981.0,0
2923,425000,7,20,2021,0,2.0,2.0,975.0,27390.125019392875,1995.0,0
3095,899950,12,11,2018,1,0.0,2.315704532026172,2916.0,6026.0,2018.0,0
3155,889950,2,28,2019,1,4.0,2.5,2580.0,5553.0,2018.0,0
3188,419000,10,27,2020,0,3.0,2.0,1062.0,27390.125019392875,1976.0,2
3257,432000,2,21,2018,0,2.0,2.0,1061.0,27390.125019392875,1979.0,2
3300,320000,1,27,2021,0,2.0,1.0,860.0,27390.125019392875,1976.0,2
3348,310000,2,28,2018,0,2.0,1.0,860.0,27390.125019392875,1976.0,2
3398,1615000,5,28,2021,1,4.0,2.5,2280.0,11789.0,1986.0,2
3433,1399888,6,27,2022,1,3.0,2.0,2005.0,9025.0,1985.0,2
3600,247000,4,5,2019,0,1.0,1.0,684.0,397698.0,1976.0,2
3642,1120000,6,22,2020,1,5.0,3.0,2980.0,12100.0,1973.0,2
3651,1260000,5,10,2022,1,3.0,2.0,2010.0,11850.0,1977.0,2
3926,979000,4,18,2018,1,4.0,2.5,3000.0,21781.0,1993.0,3
4012,315000,5,22,2018,0,2.0,1.5,955.0,27390.125019392875,1976.0,2
4303,1133000,9,29,2022,1,4.0,3.0,2130.0,13640.0,1975.0,2
4953,240000,3,22,2021,0,1.0,1.0,684.0,27390.125019392875,1976.0,2
5309,332000,12,6,2021,0,2.0,1.0,889.0,27390.125019392875,1978.0,2
5751,321000,12,17,2019,0,2.0,1.0,889.0,435710.0,1978.0,2
5955,392000,11,20,2020,0,2.0,1.5,1051.0,425059.0,1980.0,2
6346,1535000,5,15,2020,1,4.0,3.0,3655.0,17573.0,1997.0,3
6402,2250000,9,3,2021,1,6.0,5.5,6148.0,12599.0,2000.0,3
6415,1700000,7,2,2020,1,4.0,3.0,3210.0,10967.0,1999.0,2
6627,999000,5,22,2020,1,4.0,2.5,2390.0,13939.0,1973.0,2
6989,850000,10,31,2019,1,3.0,2.0,1250.0,27878.0,1954.0,2
7036,688600,3,29,2019,1,3.0,2.0,1230.0,10275.0,1959.0,2
7081,1040000,8,30,2019,1,3.0,2.5,2820.0,9537.0,1987.0,2
7216,320000,9,21,2020,0,2.0,1.0,889.0,27390.125019392875,1978.0,2
7425,1266000,10,21,2021,1,4.0,3.0,1960.0,9000.0,1973.0,2
7559,393500,8,6,2021,0,3.0,2.0,1062.0,27390.125019392875,1976.0,2
7565,882000,11,4,2020,1,3.0,2.0,1430.0,10408.0,1959.0,2
7616,3450000,10,20,2020,2,3.1275665851706007,2.315704532026172,2589.0644155844157,107157.0,1984.2786715101195,2
7839,367500,3,9,2020,0,2.0,1.0,860.0,397698.0,1976.0,2
8392,1686000,12,28,2018,1,5.0,5.0,5070.0,17937.0,1997.0,3
8624,335000,1,4,2018,0,2.0,1.0,889.0,27390.125019392875,1978.0,2
8709,485000,1,16,2018,0,2.0,1.5,1131.0,27390.125019392875,1979.0,2
8751,1225000,10,1,2020,1,7.0,2.0,2210.0,7350.0,1964.0,2
8875,1610000,6,22,2021,1,4.0,3.0,2510.0,9600.0,1971.0,2
8882,510000,8,30,2019,3,2.0,2.0,1131.0,198488.0,1979.0,2
8928,375000,10,19,2018,0,3.0,2.0,1062.0,397698.0,1976.0,2
8929,555000,4,23,2018,1,3.0,2.0,1640.0,9652.0,1959.0,2
8942,935000,2,28,2018,1,4.0,2.0,1790.0,7800.0,1972.0,2
9037,855500,5,8,2020,1,4.0,2.5,1890.0,7384.0,1965.0,2
9219,263000,2,1,2018,0,1.0,1.0,684.0,27390.125019392875,1976.0,2
9311,900000,3,20,2020,1,0.0,2.315704532026172,2530.0,9884.0,1968.0,2
9427,1615000,4,16,2021,1,5.0,2.5,3112.0,5972.0,2003.0,2
9431,1850000,5,20,2022,1,4.0,2.5,2360.0,8560.0,1976.0,2
9524,820000,9,30,2019,1,4.0,2.0,1760.0,7980.0,1969.0,2
9532,380000,9,26,2022,0,3.0,3.0,1302.0,27390.125019392875,2008.0,4
9535,425000,11,19,2020,1,4.0,2.0,1792.0,3982.0,2018.0,4
9539,485000,3,8,2022,1,4.0,2.0,2556.0,33450.0,1965.0,4
9543,320000,12,8,2021,0,1.0,1.0,745.0,27390.125019392875,2006.0,4
9544,525000,8,18,2022,1,3.0,1.0,2175.0,6480.0,1950.0,4
9546,410000,10,18,2021,1,3.0,1.0,1507.0,4810.0,1914.0,4
9548,545000,6,1,2021,1,4.0,2.5,2098.0,7000.0,1998.0,4
9551,376000,12,23,2020,1,3.0,1.0,1157.0,25300.0,1956.0,4
9552,349000,11,10,2021,1,3.0,1.0,907.0,3200.0,1941.0,4
9554,356900,6,26,2020,1,2.0,1.0,864.0,5415.0,1951.0,4
9555,490000,5,19,2022,1,3.0,2.0,1703.0,7200.0,1995.0,4
9557,420000,9,22,2020,1,4.0,2.0,1868.0,8250.0,1927.0,4
9562,625000,5,20,2021,1,4.0,2.5,1940.0,5394.0,2002.0,4
9564,565000,9,16,2022,1,5.0,3.5,2674.0,6074.0,2020.0,4
9567,429000,9,16,2021,1,4.0,2.5,1684.0,7732.0,1975.0,4
9568,395600,4,13,2020,1,4.0,2.5,1982.0,5729.0,2013.0,4
9569,732000,4,2,2020,1,4.0,2.0,3376.0,7590.0,1946.0,4
9570,380000,7,23,2021,3,2.0,2.0,1167.0,5751.0,1997.0,4
9571,499950,7,31,2018,1,3.0,3.5,1851.0,3250.0,1890.0,4
9572,278500,5,1,2020,1,3.0,2.0,1894.0,51000.0,1955.0,4
9575,415000,11,30,2021,1,3.0,2.0,1165.0,6700.0,1921.0,4
9576,485000,9,21,2022,1,3.0,1.5,1456.0,4810.0,1907.0,4
9581,465000,3,5,2021,1,3.0,2.0,2256.0,5880.0,1941.0,4
9586,497500,3,29,2021,1,3.0,2.5,1724.0,9785.0,1988.0,4
9587,565000,12,8,2020,1,5.0,3.5,2932.0,15202.0,1965.0,4
9588,530000,6,14,2022,1,3.0,2.5,1847.0,10200.0,1981.0,4
9589,685000,12,17,2021,1,4.0,2.5,2370.0,7000.0,1987.0,5
9590,385000,9,10,2020,1,4.0,2.0,2222.0,6000.0,1969.0,4
9592,419000,8,19,2021,1,2.0,1.5,1152.0,3350.0,2001.0,4
9593,381000,5,20,2022,1,3.0,1.0,888.0,6000.0,1979.0,4
9594,345000,6,23,2020,1,3.0,2.5,1514.0,5188.0,2007.0,4
9598,334000,5,28,2021,1,2.0,1.0,748.0,6500.0,1953.0,4
9599,535000,4,11,2022,1,5.0,3.0,2188.0,10454.0,1976.0,4
9600,215000,2,13,2019,0,1.0,1.0,873.0,929.0,1922.0,4
9601,513000,6,13,2022,1,3.0,2.0,1504.0,12000.0,1979.0,4
9602,370000,12,16,2021,1,2.0,2.0,1061.0,5250.0,1987.0,4
9603,850000,10,1,2021,1,4.0,2.5,3333.0,10988.0,2002.0,4
9607,325000,3,5,2020,1,3.0,1.0,1459.0,4312.0,1926.0,4
9611,460000,12,18,2020,1,3.0,2.0,1628.0,104108.0,1920.0,4
9614,358000,6,25,2020,1,4.0,1.5,1456.0,9583.0,1977.0,4
9616,600000,5,18,2022,1,3.0,3.0,3300.0,8276.0,1954.0,4
9617,400000,7,31,2020,1,3.0,2.0,1816.0,6500.0,1925.0,4
9618,370000,7,31,2020,1,2.0,1.0,978.0,3750.0,1913.0,4
9620,700000,11,24,2021,1,3.0,1.5,1404.0,5000.0,1900.0,4
9622,250000,5,31,2022,1,1.0,1.0,620.0,9000.0,1919.0,4
9625,362901,7,2,2019,1,3.0,2.5,1840.0,4703.0,2018.0,4
9626,499000,10,19,2021,1,3.0,2.5,2396.0,5021.0,2012.0,4
9627,255000,8,7,2020,1,4.0,2.315704532026172,936.0,4350.0,1968.0,4
9629,468500,5,29,2020,1,4.0,3.5,2676.0,7820.0,2017.0,4
9630,380000,3,16,2021,1,3.0,1.0,1107.0,6250.0,1968.0,4
9631,402000,4,30,2020,1,4.0,2.5,1893.0,5062.0,2015.0,4
9634,515900,7,15,2021,1,4.0,2.0,1380.0,4896.0,1931.0,4
9635,435000,6,12,2020,1,5.0,3.0,2488.0,8000.0,1975.0,4
9636,480000,7,20,2020,1,4.0,2.0,2622.0,4000.0,1926.0,4
9637,435000,5,23,2022,1,3.0,1.0,1370.0,9836.0,1945.0,4
9639,327000,6,15,2020,1,3.0,1.0,1280.0,6600.0,1917.0,4
9640,356000,4,6,2020,1,3.0,1.5,1280.0,7841.0,1990.0,4
9645,510000,12,30,2021,1,3.0,2.5,1816.0,4496.0,2017.0,4
9646,416500,2,21,2020,0,2.0,2.0,1136.0,388.0,2007.0,4
9647,385205,12,21,2021,1,3.0,1.0,1131.0,6750.0,1926.0,4
9649,450000,12,15,2021,1,4.0,1.5,2040.0,7100.0,1925.0,4
9650,575000,5,6,2022,1,2.0,1.0,1292.0,5000.0,1904.0,4
9651,420000,7,9,2021,1,2.0,1.0,992.0,4600.0,1921.0,4
9652,415000,5,14,2021,1,2.0,1.0,968.0,7500.0,1921.0,4
9655,413000,10,8,2021,1,3.0,2.0,1492.0,12000.0,1916.0,4
9657,420000,5,11,2022,1,3.0,2.0,1332.0,5000.0,1937.0,4
9658,720000,6,27,2019,1,5.0,3.5,3039.0,5000.0,1908.0,4
9659,585000,7,19,2019,1,4.0,2.5,2654.0,11964.0,1992.0,4
9660,290000,5,29,2020,1,2.0,1.0,840.0,3675.0,1978.0,4
9661,289500,3,19,2021,1,2.0,1.0,950.0,5750.0,1921.0,4
9662,399900,11,19,2021,1,2.0,1.0,756.0,6000.0,1925.0,4
9664,600000,12,17,2019,1,4.0,2.5,2394.0,2486.0,2009.0,4
9665,386000,6,21,2021,1,4.0,1.0,1792.0,6500.0,1912.0,4
9667,369000,8,31,2020,1,3.0,2.5,1692.0,9197.0,1997.0,4
9669,480000,8,22,2018,3,3.0,3.5,1794.0,1488.0,2009.0,4
9670,280000,6,15,2018,1,3.0,2.0,1264.0,10920.0,1973.0,4
9671,530000,2,17,2022,1,4.0,2.5,2061.0,5000.0,2007.0,4
9672,412500,3,8,2022,1,2.0,1.0,872.0,11119.0,1921.0,4
9677,391500,11,10,2021,1,2.0,1.5,1340.0,5000.0,1926.0,4
9678,520000,10,21,2022,1,4.0,2.5,2142.0,7830.0,2016.0,4
9680,378000,12,6,2019,1,3.0,2.0,1164.0,6132.0,1981.0,4
9681,511000,2,17,2022,1,3.0,2.0,1656.0,7500.0,1948.0,4
9682,599950,10,12,2021,1,3.0,1.5,1628.0,118919.0,1906.0,4
9685,420000,11,18,2020,1,3.0,2.0,1138.0,7541.0,1984.0,4
9686,254000,1,31,2020,1,2.0,1.0,792.0,3250.0,1914.0,4
9688,275000,8,27,2019,1,3.0,1.0,1240.0,6000.0,1924.0,4
9689,538000,12,9,2020,1,4.0,2.5,2188.0,43550.0,1966.0,4
9692,450000,8,14,2020,1,3.0,1.5,1808.0,6000.0,1906.0,4
9693,425000,6,24,2021,1,3.0,1.5,1507.0,8400.0,1962.0,4
9695,280000,11,30,2018,1,4.0,2.5,1820.0,5750.0,1978.0,4
9697,525000,4,16,2021,1,3.0,1.0,1195.0,5000.0,1943.0,4
9700,375000,7,2,2020,0,2.0,2.0,1227.0,27390.125019392875,2004.0,4
9701,365000,5,27,2020,1,3.0,2.5,1531.0,5000.0,2015.0,4
9704,358500,1,6,2020,1,4.0,1.5,1236.0,8915.0,1983.0,4
9707,485000,3,29,2021,1,3.0,2.0,1587.0,9148.0,1962.0,4
9708,560000,9,22,2021,1,3.0,2.5,1638.0,6212.0,1995.0,4
9712,310000,9,16,2019,1,3.0,2.0,1140.0,4800.0,1931.0,4
9714,390000,2,16,2021,1,3.0,2.0,1259.0,3975.0,1949.0,4
9715,558000,6,10,2022,1,3.0,1.5,1766.0,7000.0,1922.0,4
9720,725000,9,24,2020,1,4.0,3.0,3083.0,4007.0,1914.0,4
9721,339900,9,2,2020,3,3.0,3.5,1674.0,1640.0,2007.0,4
9723,370000,10,7,2021,1,2.0,1.0,1008.0,6000.0,1907.0,4
9724,435000,7,12,2021,1,3.0,1.5,1379.0,7650.0,1958.0,4
9726,630000,3,9,2022,1,4.0,2.5,2479.0,5419.0,2014.0,4
9729,305000,12,15,2020,1,2.0,1.0,728.0,5000.0,1949.0,4
9731,570000,3,26,2021,4,6.0,3.5,2645.0,13272.0,2005.0,4
9732,387000,12,14,2020,1,2.0,1.0,1600.0,5074.0,1934.0,4
9733,409000,4,30,2021,0,1.0,1.0,864.0,27390.125019392875,1919.0,4
9734,435000,5,14,2020,1,3.0,2.5,1820.0,19602.0,1979.0,4
9736,415000,9,2,2021,1,3.0,1.0,929.0,7424.0,1953.0,4
9737,267500,12,29,2017,1,3.0,2.0,1280.0,9000.0,1979.0,4
9738,785000,8,21,2020,1,4.0,3.5,3900.0,46900.0,1995.0,4
9739,310000,6,4,2020,1,4.0,1.5,1232.0,6000.0,1943.0,4
9742,341800,12,12,2019,1,3.0,2.5,2128.0,7150.0,2001.0,4
9743,547000,6,17,2019,1,4.0,3.5,3010.0,6599.0,2007.0,4
9748,364950,9,14,2021,3,2.0,1.5,1088.0,1286.0,2003.0,4
9749,468000,12,21,2021,1,4.0,2.0,1631.0,16579.0,1997.0,4
9750,327000,9,6,2019,1,3.0,2.0,1076.0,5000.0,1984.0,4
9754,472305,1,19,2022,1,4.0,2.0,1632.0,5800.0,1948.0,4
9756,535000,4,14,2021,1,4.0,3.0,2365.0,5399.0,2014.0,4
9759,436000,2,10,2021,1,4.0,2.5,1760.0,3343.0,2014.0,4
9761,390000,6,17,2022,1,2.0,1.0,724.0,2812.0,1926.0,4
9762,408000,10,23,2020,1,3.0,2.0,1757.0,46174.0,1940.0,4
9763,380000,5,18,2021,1,2.0,1.0,768.0,7200.0,1944.0,4
9764,425000,10,22,2021,1,3.0,1.0,1040.0,21600.0,1960.0,4
9766,535000,10,13,2022,1,4.0,2.0,2820.0,5663.0,1929.0,4
9767,390000,11,25,2020,1,3.0,2.0,1576.0,12800.0,1970.0,4
9768,329000,12,13,2019,1,3.0,2.0,1406.0,9494.0,1985.0,4
9769,350000,3,30,2021,0,1.0,1.0,995.0,27390.125019392875,2006.0,4
9770,525000,12,4,2020,1,3.0,2.0,2536.0,6600.0,1945.0,4
9771,385000,10,26,2020,1,3.0,2.0,1232.0,7000.0,1942.0,5
9773,365000,6,7,2021,1,2.0,1.0,926.0,7500.0,1910.0,4
9774,343000,8,21,2020,3,3.0,3.5,1674.0,1724.0,2007.0,4
9775,355000,11,16,2021,1,2.0,1.0,900.0,3400.0,1923.0,4
9778,435000,12,18,2020,1,4.0,2.5,2160.0,10650.0,1905.0,4
9780,485000,4,20,2022,1,3.0,2.5,1456.0,10000.0,1983.0,4
9781,645000,9,10,2021,1,3.0,2.0,2739.0,6240.0,1935.0,4
9782,485000,9,22,2021,1,3.0,2.5,2186.0,3240.0,2006.0,4
9784,312500,11,8,2018,3,3.0,2.5,1304.0,1115.0,2012.0,4
9786,338000,7,30,2021,1,3.0,1.0,1786.0,5850.0,1923.0,4
9787,285000,8,29,2019,1,3.0,1.0,1508.0,5254.0,1909.0,4
9788,325000,12,12,2019,1,3.0,2.0,1452.0,6250.0,1998.0,4
9789,335000,9,8,2021,1,3.0,1.0,812.0,2970.0,1940.0,4
9790,429000,7,9,2019,1,4.0,3.0,2290.0,7475.0,2018.0,4
9791,435000,8,24,2021,1,2.0,1.5,1332.0,17070.0,1952.0,4
9793,440000,5,13,2022,1,3.0,2.0,1338.0,6000.0,1927.0,4
9794,385000,5,17,2022,1,2.0,1.0,668.0,5176.0,1943.0,4
9795,367500,2,8,2022,0,2.0,2.0,984.0,3768.0,1987.0,4
9796,352665,10,18,2018,1,3.0,2.5,1840.0,4500.0,2018.0,4
9800,352000,7,22,2020,1,3.0,2.5,1444.0,8443.0,1995.0,4
9801,360000,9,29,2021,0,2.0,2.5,1098.0,27390.125019392875,2006.0,4
9802,491000,4,16,2021,1,2.0,2.0,1396.0,6000.0,1925.0,4
9803,551450,7,29,2022,1,4.0,1.5,2775.0,6240.0,1910.0,4
9806,427500,10,6,2020,1,3.0,2.5,1780.0,7188.0,1994.0,6
9807,385000,12,16,2021,0,3.0,3.0,1302.0,27390.125019392875,2008.0,4
9808,461000,9,21,2021,1,4.0,2.0,1728.0,6147.0,1986.0,4
9809,279000,8,12,2022,2,3.1275665851706007,2.315704532026172,2589.0644155844157,4312.0,1984.2786715101195,4
9812,438500,8,4,2020,1,4.0,2.5,2294.0,7403.0,1998.0,4
9813,595000,8,26,2022,1,4.0,2.0,2244.0,12800.0,1981.0,4
9814,333100,5,27,2020,1,3.0,2.0,1230.0,7500.0,1993.0,4
9817,400000,11,15,2021,1,3.0,1.5,1286.0,12400.0,1967.0,4
9819,529000,2,15,2022,1,2.0,1.0,1086.0,3000.0,1923.0,4
9820,325000,9,20,2021,1,2.0,1.0,726.0,5900.0,1925.0,4
9821,365000,8,5,2021,1,2.0,2.0,961.0,6047.0,1910.0,4
9822,371000,11,24,2020,1,4.0,2.0,1768.0,6750.0,1968.0,4
9823,635000,10,5,2020,1,3.0,2.0,1992.0,9757.0,1987.0,4
9825,399950,8,17,2022,1,3.0,1.0,1460.0,6250.0,1969.0,4
9826,315000,12,21,2018,1,4.0,2.5,1774.0,3763.0,2015.0,4
9827,630000,9,28,2022,1,4.0,2.0,2268.0,4000.0,1928.0,4
9830,548000,9,27,2019,3,2.0,2.5,1594.0,1040.0,2005.0,4
9831,400000,7,6,2021,1,2.0,1.0,961.0,5047.0,1951.0,4
9832,640000,10,4,2021,1,4.0,2.5,2516.0,6370.0,1998.0,4
9834,370000,4,17,2020,4,4.0,2.0,1560.0,5496.0,1977.0,4
9835,549900,11,1,2019,1,4.0,2.5,3090.0,10080.0,2002.0,6
9837,375000,3,22,2022,1,1.0,1.0,648.0,6000.0,1932.0,4
9838,405556,7,22,2021,1,3.0,1.0,1248.0,5520.0,1920.0,4
9839,470000,1,28,2022,1,3.0,2.5,1444.0,9864.0,1985.0,4
9841,330000,1,21,2021,1,4.0,1.5,1134.0,5494.0,1982.0,4
9848,360000,12,11,2020,1,3.0,1.0,1208.0,6500.0,1946.0,4
9849,228000,12,20,2018,1,4.0,1.0,1104.0,5000.0,1951.0,4
9851,432000,4,21,2021,1,4.0,2.0,2004.0,4252.0,1910.0,4
9853,415000,4,30,2021,1,3.0,1.0,966.0,8340.0,1951.0,4
9854,515000,7,29,2022,1,3.0,2.5,1499.0,5866.0,2002.0,4
9857,750000,10,28,2022,1,3.0,3.0,2309.0,6500.0,1926.0,4
9860,520000,9,7,2022,1,3.0,2.5,1892.0,6604.0,2014.0,4
9863,417000,8,26,2022,1,3.0,1.5,1165.0,6000.0,1977.0,4
9864,296000,5,28,2019,1,4.0,2.0,1244.0,10920.0,1973.0,4
9865,860000,12,1,2020,1,4.0,3.0,3020.0,7831.0,2015.0,4
9867,474000,12,3,2021,4,4.0,3.0,1740.0,6000.0,1973.0,4
9869,265000,1,23,2020,1,2.0,1.0,746.0,5250.0,1919.0,4
9870,395000,11,19,2021,1,3.0,1.5,1447.0,5829.0,1961.0,4
9871,425000,12,1,2020,1,4.0,2.5,1994.0,5558.0,2001.0,4
9874,840000,7,2,2020,1,4.0,3.5,3120.0,6710.0,2019.0,4
9875,565000,4,12,2019,4,3.1275665851706007,2.315704532026172,4200.0,14625.0,1984.0,4
9876,377000,11,24,2020,1,3.0,2.0,1320.0,9821.0,1984.0,4
9878,349000,11,13,2020,1,3.0,2.0,1314.0,5500.0,1912.0,4
9880,430000,10,20,2020,1,4.0,2.0,1937.0,5750.0,1915.0,4
9881,425000,11,26,2018,1,4.0,2.5,2823.0,6895.0,1991.0,4
9882,505000,12,14,2021,1,3.0,1.5,1582.0,5100.0,1978.0,4
9883,485000,3,10,2021,1,3.0,2.5,1721.0,4595.0,2016.0,4
9884,350000,5,28,2021,1,3.0,1.0,720.0,7405.0,1969.0,4
9885,312000,2,24,2022,0,2.0,2.0,1086.0,27390.125019392875,1981.0,4
9887,360000,6,30,2020,1,3.0,1.0,1444.0,3000.0,1925.0,4
9888,325000,11,23,2020,1,2.0,2.0,881.0,6350.0,1924.0,4
9889,260000,11,1,2019,4,4.0,2.0,1560.0,6840.0,1952.0,4
9890,790000,5,21,2021,1,5.0,3.0,3599.0,8160.0,1990.0,4
9891,322000,4,13,2018,1,3.0,2.0,1842.0,4681.0,2006.0,4
9893,369000,7,22,2021,1,2.0,1.0,1080.0,8547.0,1927.0,4
9895,390000,4,15,2019,1,2.0,1.5,2254.0,6000.0,1950.0,4
9897,385000,4,13,2021,1,2.0,1.0,1066.0,4070.0,1919.0,4
9899,468000,11,5,2021,1,3.0,2.5,1469.0,3600.0,2014.0,4
9900,425000,4,12,2021,1,4.0,1.0,1487.0,6500.0,1915.0,4
9901,335700,7,2,2021,1,2.0,1.0,792.0,5750.0,1981.0,4
9902,518000,9,30,2021,1,3.0,2.0,2458.0,5617.0,1954.0,4
9904,417500,8,25,2021,1,3.0,2.0,1260.0,10320.0,1965.0,4
9905,526000,9,12,2022,1,4.0,2.5,2012.0,4612.0,2020.0,4
9906,330000,9,27,2021,1,2.0,2.0,756.0,3439.0,2019.0,4
9907,432500,5,13,2019,1,3.0,2.5,2118.0,46200.0,1972.0,4
9909,475000,10,16,2020,1,3.0,2.0,1380.0,8467.0,1907.0,4
9910,337000,9,1,2020,3,3.0,3.5,1674.0,1640.0,2007.0,4
9911,405000,12,17,2021,1,3.0,2.0,1152.0,6000.0,1925.0,4
9913,280000,6,11,2021,3,3.0,1.0,1057.0,3250.0,1969.0,4
9915,310000,5,21,2021,1,2.0,1.0,1060.0,2923.0,1912.0,4
9916,290875,5,13,2019,1,3.0,1.0,1300.0,7440.0,1975.0,4
9917,499900,8,19,2021,1,3.0,1.0,1164.0,6960.0,1951.0,4
9918,430000,3,27,2020,1,3.0,2.0,1346.0,6000.0,1910.0,4
9920,374950,6,24,2020,0,2.0,2.0,1020.0,27390.125019392875,2006.0,4
9922,585000,5,4,2020,1,3.0,2.5,2232.0,4865.0,1889.0,4
9923,400000,3,15,2022,1,3.0,1.0,1298.0,5000.0,1929.0,4
9925,500000,8,17,2022,1,4.0,2.5,1831.0,3103.0,2014.0,4
9926,360000,6,19,2020,1,2.0,1.0,1005.0,6250.0,1921.0,4
9928,428400,5,29,2020,1,4.0,2.5,2126.0,6000.0,2017.0,4
9929,500000,4,2,2021,1,3.0,3.0,2074.0,18730.0,1978.0,4
9930,488000,4,23,2021,1,5.0,2.5,2236.0,5116.0,2003.0,4
9932,440000,2,11,2022,1,3.0,2.0,1344.0,9583.0,1984.0,4
9934,345000,10,20,2021,1,2.0,1.0,720.0,5400.0,1927.0,4
9935,368950,10,24,2019,1,3.0,2.0,1932.0,3832.0,1919.0,4
9937,490000,12,17,2021,1,3.0,2.0,1481.0,2250.0,1895.0,4
9939,300000,9,18,2019,0,1.0,1.5,1102.0,27390.125019392875,2006.0,4
9940,390000,6,30,2021,1,3.0,1.0,1004.0,6000.0,1969.0,4
9943,375000,5,17,2019,1,4.0,2.5,2030.0,6075.0,2015.0,4
9944,647000,8,18,2020,0,2.0,2.5,1801.0,27390.125019392875,2008.0,4
9947,875000,11,6,2020,1,4.0,3.5,4296.0,43560.0,1992.0,4
9949,525000,2,10,2022,1,4.0,2.5,1500.0,10786.0,2020.0,4
