SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-15-2021,Condo/Co-op,97 S Jackson St #401,Seattle,WA,98104,650000,2,1.5,Pioneer Square,1240,,1905,,524,976,Sold,,,https://www.redfin.com/WA/Seattle/97-S-Jackson-St-98104/unit-401/home/48834,NWMLS,1654721,N,Y,47.5990077,-122.3347742
PAST SALE,June-30-2021,Condo/Co-op,97 S Jackson St #501,Seattle,WA,98104,1500000,2,2.5,Pioneer Square,1745,,1905,,860,1550,Sold,,,https://www.redfin.com/WA/Seattle/97-S-Jackson-St-98104/unit-501/home/30248,NWMLS,1696437,N,Y,47.5990077,-122.3347742
PAST SALE,January-13-2021,Condo/Co-op,97 S Jackson St #406,Seattle,WA,98104,687000,2,1.5,Pioneer Square,1271,3925,1905,,541,888,Sold,,,https://www.redfin.com/WA/Seattle/97-S-Jackson-St-98104/unit-406/home/30247,NWMLS,1695798,N,Y,47.5990077,-122.3347742
